,data,label
2021,"At the same time, we sought to reduce the environmental impact of the entire relocation project by reusing and recycling fixtures and equipment used in the former offices.",sustainable
2022,"We expect to achieve this through programs to reduce energy, carbon emissions, environmental impacts and waste.",sustainable
2023,"We donate SGS employees’ paid working time to community organizations or activities, usually through employee volunteering.",sustainable
2024,"As a first step, we have estimated the carbon footprint of our global direct portfolio.",unsustainable
2025,"The interventions carried out each year are aimed at rationalising and upgrading the networks, increasing transport capacity and margins for further use, increasing their resilience and reducing network losses and voltage drops, improving service continuity.",sustainable
2026,"With several major events scheduled for 2021 to accelerate the protection of biodiversity worldwide, including the IUCN (International Union for Conservation of Nature) World Congress in September 2021 in Marseille (France) and the COP15 on biodiversity in October 2021 in Kunming (China), CNP Assurances is committed to pursuing its efforts to measure and reduce its impact on biodiversity through its investment portfolio.",sustainable
2027,"This target of 17 kgeqCO2 /m2 by the end of 2024 is in line with the 1.5°C trajectories of the Carbon Risk Real Estate Monitor (CRREM(2)), taking into account the type and geographical location of the real estate held by CNP Assurances; to reduce by a further 17%, between 2019 and 2024, the carbon intensity (scopes 1 and 2) of electricity producers in which CNP Assurances is a direct shareholder or bondholder, i.e. a target of 216 kg eq CO2 /MWh by the end of 2024 compared with 259 kg CO2 /MWh at the end of 2019.",sustainable
2028,"From 2017 to 2019, the CO2 emissions caused by employee air travel fell by 22 per cent.",sustainable
2029,"The deforestation risk assessment is performed in the following way: for all companies badly rated either by CDP or by Forest 500, Group Investment Risk & Sustainability runs a deeper analysis to confirm or reject the rating.",unsustainable
2030,"Deforestation caused by illegal logging and agricultural land development for food reduces CO2 absorption, raising concerns over the negative effects on climate change and biodiversity.",unsustainable
